"Longitude","Latitude"
-96.635591,19.391816
-87.5028849,20.8197467
-100.2415967,25.6741367
-89.0078965,20.5966486
-99.1679513,23.7167609
-88.151722,21.1418294
-98.189264,20.405412
-103.5144813,19.613489
-88.0783837,19.8754999
-94.3588164,18.1037158
-89.8091125,18.0936443
-105.0382135,21.3074291
-93.54897,16.978558
-88.7592101,18.6393079
-96.9326969,18.955594
-87.1132994,20.8606565
-107.1398343,24.8013571
-96.3776158,19.3703751
-88.1066434,19.3967506
-105.2851916,20.4832795
-90.895848,16.082116
-104.2147893,21.006927
-96.2571868,18.0087874
-92.534641,15.163124
-98.8798889,22.1241111
-90.9342563,16.8494593
-95.844214,18.349228
-99.10234,23.03001
-99.1736349,23.0504655
-96.782226,19.41277
-88.3170104,20.7167061
-100.2185689,25.6000365
-98.226209,20.3378825
-106.0708133,23.24636
-96.6162468,19.0807003
-105.272048,20.359667
-92.8087392,15.6567989
-104.8796,20.76673
-92.314993,17.978342
-89.8049633,18.2488683
-104.9571186,23.5388805
-88.564427,19.294643
-88.4952699,19.3289884
-89.4889275,20.5377552
-89.4055152,18.3016065
-105.2065372,21.5279008
-104.5099354,21.1254976
-104.806485,20.793477
-105.3812858,20.7623634
-105.0917463,21.5806684
-94.4562314,18.1485107
-90.750725,16.7418556
-90.6752931,16.6582792
-93.2194531,16.5609233
-89.3150177,20.5349096
-99.5081894,21.1723469
-88.4891793,18.9167434
-88.1556702,19.0257703
-96.9307155,19.4198659
-94.229536,16.466034
-92.9157426,16.7174206
-103.580915,19.2692053
-88.189807,20.851817
-89.07001,18.110616
-105.2600481,20.7336043
-96.157724,15.736233
-89.2568883,17.8203033
-87.566691,20.162577
-106.6087297,24.4004036
-88.0544007,19.4761039
-90.8687458,16.8127175
-93.4552479,16.8775197
-88.1363583,20.8910108
-87.8070697,19.9979048
